Delhi metro fare : 1st query,Prerna,Ojasvi,Urvi,Himanshu,Final Relevance,,Prerna ,Ojasvi ,Urvi,Himanshu,Final Rank 
http://www.baidu.com/link?url=w8gfkg9UHY0lLqg4wtz1l8xectIhcs7hI345AsYppNJ3H6pDCHezv3q9j0t-eUYA,1,1,1,1,1,,6,4,6,6,6
https://collegedunia.com/university/25457-indraprastha-institute-of-information-technology-iiitd-new-delhi/placement,0,1,1,1,1,,7,3,7,8,7
https://www.collegepravesh.com/engineering-colleges/iiit-delhi/&sa=U&ved=0ahUKEwieo_bl8ZPaAhXJNo8KHQZbC54QFggjMAM&usg=AOvVaw0P6nZQ8kBQuayuDHmP20V,0,0,0,0,0,,9,2,10,10,10
http://www.baidu.com/link?url=CcwvhC_K2nq5GV83O8N58JpIPK_IiU7ZVP6kfHNTKNZTOY_L9_EK9DId4mowVlc6,1,1,1,0,1,,8,1,8,7,8
,,,,,,,,,,,
Ranking Annotation,,,,,,,,,,,
,,,,,,,,,,,
"1,2",0,0,0,0,0,,,,,,
"1,3",0,0,0,0,0,,,,,,
"1,4",0,0,0,0,0,,,,,,
"1,5",0,0,0,0,0,,,,,,
"1,6",0,0,0,0,0,,,,,,
"1,7",0,0,0,0,0,,,,,,
"1,8",0,0,0,0,0,,,,,,
"1,9",0,0,0,0,0,,,,,,
"1,10",0,0,0,0,0,,,,,,
"2,3",0,0,0,0,0,,,,,,
"2,4",0,0,0,0,0,,,,,,
"2,5",0,0,0,0,0,,,,,,
"2,6",0,0,0,0,0,,,,,,
"2,7",0,0,0,0,0,,,,,,
"2,8",0,0,0,0,0,,,,,,
"2,9",0,0,0,0,0,,,,,,
"2,10",0,0,0,0,0,,,,,,
"3,4",0,0,0,0,0,,,,,,
"3,5",0,0,0,0,0,,,,,,
"3,6",0,0,0,0,0,,,,,,
"3,7",0,0,0,0,0,,,,,,
"3,8",0,0,0,0,0,,,,,,
"3,9",0,0,0,0,0,,,,,,
"3,10",0,0,0,0,0,,,,,,
"4,5",0,0,0,0,0,,,,,,
"4,6",0,0,0,0,0,,,,,,
"4,7",0,0,0,0,0,,,,,,
"4,8",0,0,0,0,0,,,,,,
"4,9",0,0,0,0,0,,,,,,
"4,10",0,0,0,0,0,,,,,,
"5,6",0,0,0,0,0,,,,,,
"5,7",0,0,0,0,0,,,,,,
"5,8",0,0,0,0,0,,,,,,
"5,9",0,0,0,0,0,,,,,,
"5,10",0,0,0,0,0,,,,,,
"6,7",0,0,0,0,0,,,,,,
"6,8",0,0,0,0,0,,,,,,
"6,9",0,0,0,0,0,,,,,,
"6,10",0,0,0,0,0,,,,,,
"7,8",1,1,1,1,1,,,,,,
"7,9",1,1,1,1,1,,,,,,
"7,10",0,0,0,0,0,,,,,,
"8,9",0,0,0,0,0,,,,,,
"8,10",0,0,0,0,0,,,,,,
"9,10",0,0,0,0,0,,,,,,
,,,,,,,,,,,
Nearest metro station to IIITD,,,,,,,,,,,
,,,,,,,,,,,
https://www.iiitd.edu.in/HowtoreachIIITD.pdf,1,1,1,1,1,,1,10,1,1,1
http://cerc.iiitd.ac.in/contact.html,1,1,1,1,1,,2,9,3,2,2
http://cai.iiitd.ac.in/,1,1,1,1,1,,4,8,2,3,3
https://www.iiitd.ac.in/sites/default/files/docs/tenders/TenderIndustrialRoadSweeper.pdf,1,1,1,1,1,,3,7,4,4,4
https://www.quora.com/Which-is-the-nearest-Metro-station-near-Delhi-Rohhila,0,0,0,0,0,,6,6,6,7,6
http://www.baidu.com/link?url=ZC94BWpu22aPK3LsWml6UxuNI7i1x4LHeH2wuxUn7-T8EgeLNn385mg3IOFsSRRgnRzDS7qbcG5l8wPtMxEwZszxFANTPsyezEYm9WPX5yC82fQSTJKuMD_9uLayfkWCQREIK1KLGyUw3jYpGXcH9N-izXNxRBz3GRsIze29-EglOR28XVAqU_hGTdy1ZkNOUxJgSn3wqDszcubLoGgL45ilXtbpXxm-h9wN9AmKsjCkVgI7FoGZe4-OejselwaqjhpNW_VJsmuLBBc2FZIILtMkuI_5hUwlF-MadXeoveVu8vXrGVusOpd7jLdJ7TU0,0,0,0,0,0,,7,5,7,6,7
http://www.baidu.com/link?url=qgw2GOFDQL9GF_Uy9KRIjvMfBCHhR6zusezKRYZN5SlUpsKPALJAlwJaY-MqNclbpQ6IB2h6gZIR5QE2mCipx_,0,0,0,0,0,,8,4,8,8,8
https://www.tripadvisor.com/ShowTopic-g28970-i40-k3154300-Nearest_metro_station-Washington_DC_District_of_Columbia.html,0,0,0,0,0,,9,3,10,9,9
http://www.baidu.com/link?url=rg7gnPzJPzC422wkfACIK4iN-UJkXiXvEakUn5gfMhLv1RWBIR66-t5vbc8E3WbUZT1i1FCpb-iUtGJPOBITq1h9rFbR176_c50USs-Fg-PDiqT3_WlnCXodH2udyi2HPupfifQPQKarTI9U0_8ONfp9zGIFbbERYzrIvrcldCq,0,0,0,0,0,,10,2,9,10,10
https://alumni.iiitd.ac.in/events,1,1,1,1,1,,5,1,5,5,5
,,,,,,,,,,,
Ranking Annotation,,,,,,,,,,,
,,,,,,,,,,,
"1,2",0,0,0,0,0,,,,,,
"1,3",0,0,0,0,0,,,,,,
"1,4",0,0,0,0,0,,,,,,
"1,5",0,0,0,0,0,,,,,,
"1,6",0,0,0,0,0,,,,,,
"1,7",0,0,0,0,0,,,,,,
"1,8",0,0,0,0,0,,,,,,
"1,9",0,0,0,0,0,,,,,,
"1,10",0,0,0,0,0,,,,,,
"2,3",0,0,0,0,0,,,,,,
"2,4",0,0,0,0,0,,,,,,
"2,5",0,0,0,0,0,,,,,,
"2,6",0,0,0,0,0,,,,,,
"2,7",0,0,0,0,0,,,,,,
"2,8",0,0,0,0,0,,,,,,
"2,9",0,0,0,0,0,,,,,,
"2,10",0,0,0,0,0,,,,,,
"3,4",0,0,0,0,0,,,,,,
"3,5",0,0,0,0,0,,,,,,
"3,6",0,0,0,0,0,,,,,,
"3,7",0,0,0,0,0,,,,,,
"3,8",0,0,0,0,0,,,,,,
"3,9",0,0,0,0,0,,,,,,
"3,10",0,0,0,0,0,,,,,,
"4,5",0,0,0,0,0,,,,,,
"4,6",0,0,0,0,0,,,,,,
"4,7",0,0,0,0,0,,,,,,
"4,8",0,0,0,0,0,,,,,,
"4,9",0,0,0,0,0,,,,,,
"4,10",0,0,0,0,0,,,,,,
"5,6",1,1,1,1,1,,,,,,
"5,7",1,1,1,1,1,,,,,,
"5,8",1,1,1,1,1,,,,,,
"5,9",1,1,1,1,1,,,,,,
"5,10",1,1,1,1,1,,,,,,
"6,7",0,0,0,0,0,,,,,,
"6,8",0,0,0,0,0,,,,,,
"6,9",0,0,0,0,0,,,,,,
"6,10",0,0,0,0,0,,,,,,
"7,8",0,0,0,0,0,,,,,,
"7,9",0,0,0,0,0,,,,,,
"7,10",0,0,0,0,0,,,,,,
"8,9",0,0,0,0,0,,,,,,
"8,10",0,0,0,0,0,,,,,,
"9,10",0,0,0,0,0,,,,,,
,,,,,,,,,,,
Ranking of IIIT Delhi,,,,,,,,,,,
,,,,,,,,,,,
https://www.quora.com/What-are-the-ranking-of-the-IIITs,1,1,1,1,1,,1,10,1,2,1
https://www.quora.com/How-good-are-DTU-BITS-NSIT-and-IIIT-Delhi-as-compared-to-each-other-in-terms-of-placements-and-research-opportunities,1,1,1,1,1,,6,9,5,5,5
https://www.collegepravesh.com/engineering-colleges/iiit-delhi/,1,1,1,1,1,,5,8,6,7,6
https://en.wikipedia.org/wiki/Indraprastha_Institute_of_Information_Technology,1,1,1,1,1,,7,7,7,6,7
http://www.igniteengineers.com/ranking-of-iiits-in-india/,1,1,1,1,1,,2,6,2,1,2
http://studychacha.com/discuss/10583-iiit-delhi-ranking.html,1,1,1,1,1,,3,5,4,3,3
https://www.iiitd.ac.in/webstory/qsranking,1,1,1,1,1,,4,4,3,4,4
http://www.igniteengineers.com/ranking-of-iiits-in-india-2016/,1,1,1,0,1,,8,3,9,9,8
https://www.iiitd.ac.in/webstory/qsranking&sa=U&ved=0ahUKEwjIm5OJ85PaAhUFSo8KHQh1AaEQFggoMAQ&usg=AOvVaw2mDEIGUG8H04n7m3KG21mV,0,1,1,1,1,,9,2,8,8,9
http://www.baidu.com/link?url=2mmv3SSddCKkqU3zMOEac-jPT1fmgx6SpBpvilFL2h_vDluBDGWztTScLvge4JZC,0,0,0,0,0,,10,1,10,10,10
,,,,,,,,,,,
Ranking Annotation,,,,,,,,,,,
,,,,,,,,,,,
"1,2",0,0,0,0,0,,,,,,
"1,3",0,0,0,0,0,,,,,,
"1,4",0,0,0,0,0,,,,,,
"1,5",0,0,0,0,0,,,,,,
"1,6",0,0,0,0,0,,,,,,
"1,7",0,0,0,0,0,,,,,,
"1,8",0,0,0,0,0,,,,,,
"1,9",0,0,0,0,0,,,,,,
"1,10",0,0,0,0,0,,,,,,
"2,3",0,0,0,0,0,,,,,,
"2,4",0,0,0,0,0,,,,,,
"2,5",1,1,1,1,1,,,,,,
"2,6",1,1,1,1,1,,,,,,
"2,7",1,1,1,1,1,,,,,,
"2,8",0,0,0,0,0,,,,,,
"2,9",0,0,0,0,0,,,,,,
"2,10",0,0,0,0,0,,,,,,
"3,4",0,0,0,0,0,,,,,,
"3,5",1,1,1,1,1,,,,,,
"3,6",1,1,1,1,1,,,,,,
"3,7",1,1,1,1,1,,,,,,
"3,8",0,0,0,0,0,,,,,,
"3,9",0,0,0,0,0,,,,,,
"3,10",0,0,0,0,0,,,,,,
"4,5",1,1,1,1,1,,,,,,
"4,6",1,1,1,1,1,,,,,,
"4,7",1,1,1,1,1,,,,,,
"4,8",0,0,0,0,0,,,,,,
"4,9",0,0,0,0,0,,,,,,
"4,10",0,0,0,0,0,,,,,,
"5,6",0,0,0,0,0,,,,,,
"5,7",0,0,0,0,0,,,,,,
"5,8",0,0,0,0,0,,,,,,
"5,9",0,0,0,0,0,,,,,,
"5,10",0,0,0,0,0,,,,,,
"6,7",0,0,0,0,0,,,,,,
"6,8",0,0,0,0,0,,,,,,
"6,9",0,0,0,0,0,,,,,,
"6,10",0,0,0,0,0,,,,,,
"7,8",0,0,0,0,0,,,,,,
"7,9",0,0,0,0,0,,,,,,
"7,10",0,0,0,0,0,,,,,,
"8,9",0,0,0,0,0,,,,,,
"8,10",0,0,0,0,0,,,,,,
"9,10",0,0,0,0,0,,,,,,
,,,,,,,,,,,
Campus life at IIIT Delhi,,,,,,,,,,,
,,,,,,,,,,,
https://www.quora.com/How-is-the-social-life-at-IIITD,1,1,1,1,1,,1,1,2,1,1
https://old.iiitd.ac.in/facilities/students-new,1,1,1,1,1,,3,3,3,3,3
https://en.wikipedia.org/wiki/Indraprastha_Institute_of_Information_Technology,1,1,1,1,1,,5,5,6,5,5
http://www.indiaeducation.net/iiit/delhi/hostels.aspx,1,1,1,1,1,,6,6,5,6,6
https://www.shiksha.com/b-tech/articles/life-at-iiit-delhi-sprawling-campus-lot-of-study-pressure-and-flexible-hostel-timings-blogId-7574,1,1,1,1,1,,2,2,1,2,2
https://old.iiitd.ac.in/life/campus-life,1,1,1,1,1,,4,4,4,7,4
http://www.baidu.com/link?url=hBRl8dakHDw-rzC2CDtXXU4Qo5yGjWbRfqy1fVOI_gPnDU-2ejPcSgueMrwSBN_f,1,1,1,0,1,,7,8,7,4,7
https://www.youtube.com/watch%3Fv%3DwINTbanky64&sa=U&ved=0ahUKEwjTnISJ9pPaAhUHGpQKHaxcC9wQtwIINzAG&usg=AOvVaw0I6py-QLmLRnyvrgBJhya0,1,1,0,1,1,,8,7,8,9,8
http://www.baidu.com/link?url=Nc5BAt70UU2eO4JkQkL8vMdLGo1MBy3wEOA2xrGfCVZWVOM_Riu1_8Z50lQfifxm7-Llv5A_Y7FunrlRkcYYI_,0,0,0,0,0,,9,10,10,10,10
http://www.indiaeducation.net/iiit/delhi/hostels.aspx&sa=U&ved=0ahUKEwjTnISJ9pPaAhUHGpQKHaxcC9wQFggoMAM&usg=AOvVaw0Gc0mxRu0jrwb98N8FLrgz,0,1,1,1,1,,10,9,9,8,9
,,,,,,,,,,,
Ranking Annotation,,,,,,,,,,,
,,,,,,,,,,,
"1,2",0,0,0,0,0,,,,,,
"1,3",0,0,0,0,0,,,,,,
"1,4",0,0,0,0,0,,,,,,
"1,5",0,0,0,0,0,,,,,,
"1,6",0,0,0,0,0,,,,,,
"1,7",0,0,0,0,0,,,,,,
"1,8",0,0,0,0,0,,,,,,
"1,9",0,0,0,0,0,,,,,,
"1,10",0,0,0,0,0,,,,,,
"2,3",1,1,1,1,1,,,,,,
"2,4",0,0,0,0,0,,,,,,
"2,5",1,1,1,1,1,,,,,,
"2,6",1,1,1,1,1,,,,,,
"2,7",0,0,0,0,0,,,,,,
"2,8",0,0,0,0,0,,,,,,
"2,9",0,0,0,0,0,,,,,,
"2,10",0,0,0,0,0,,,,,,
"3,4",0,0,0,0,0,,,,,,
"3,5",0,0,0,0,0,,,,,,
"3,6",0,0,0,0,0,,,,,,
"3,7",0,0,0,0,0,,,,,,
"3,8",0,0,0,0,0,,,,,,
"3,9",0,0,0,0,0,,,,,,
"3,10",0,0,0,0,0,,,,,,
"4,5",1,1,1,1,1,,,,,,
"4,6",1,1,1,1,1,,,,,,
"4,7",0,0,0,0,0,,,,,,
"4,8",0,0,0,0,0,,,,,,
"4,9",0,0,0,0,0,,,,,,
"4,10",0,0,0,0,0,,,,,,
"5,6",0,0,0,0,0,,,,,,
"5,7",0,0,0,0,0,,,,,,
"5,8",0,0,0,0,0,,,,,,
"5,9",0,0,0,0,0,,,,,,
"5,10",0,0,0,0,0,,,,,,
"6,7",0,0,0,0,0,,,,,,
"6,8",0,0,0,0,0,,,,,,
"6,9",0,0,0,0,0,,,,,,
"6,10",0,0,0,0,0,,,,,,
"7,8",0,0,0,0,0,,,,,,
"7,9",0,0,0,0,0,,,,,,
"7,10",0,0,0,0,0,,,,,,
"8,9",0,0,0,0,0,,,,,,
"8,10",0,0,0,0,0,,,,,,
"9,10",1,1,1,1,1,,,,,,
,,,,,,,,,,,
How is Aadhaar different from any other identity issued by the government?   : 21st query,Prerna,Prerna,Urvi,Himanshu,,,Prerna ,Prerna ,Urvi,Himanshu,
,,,,,,,,,,,
https://en.wikipedia.org/wiki/AADHAAR,1,1,1,1,1,,2,2,1,2,2
http://www.dnaindia.com/business/report-as-supreme-court-debates-aadhaar-privacy-here-are-10-general-faqs-answered-2576431,1,1,1,1,1,,4,4,4,5,4
https://uidai.gov.in/component/fsf/?view=faq&catid=28,1,1,1,1,1,,5,5,5,3,5
http://vikaspedia.in/e-governance/online-citizen-services/government-to-citizen-services-g2c/all-about-aadhaar/why-aadhaar,1,1,1,0,1,,1,1,2,1,1
http://mahadbtgov.in/aadhar-as-a-identity-proof-is-perfect-document/,0,1,1,1,1,,3,3,3,4,3
https://www.aadharcard.net/documents-required/,0,0,0,0,0,,6,9,9,7,9
http://www.baidu.com/link?url=IYoY9r2t31NDtZUXLeXRJC8SBOvQWflsviBxU7jHJ-kuHGJqWFf4BI08aw3Y_KWHAL8CJ7I2D4C1OzBkGZwgiTd1SZaxnXH-nyBw8yVAEJaYXpyHuzQthY8uP0Di0kUZ6UfoOmIsRcGl1-6sHhzgba,0,0,1,0,0,,9,6,6,6,6
http://www.dailymail.co.uk/indiahome/indianews/article-2297714/Indias-identity-crisis-Between-Aadhaar-passport-PAN-NPR-struggling-prove-identities.html&sa=U&ved=0ahUKEwiXh9TUnP_ZAhVL9IMKHWZ9BrMQFggvMAU&usg=AOvVaw1wg2HiS47GMuxF6p0-xt-O,0,0,0,0,0,,7,7,8,9,7
http://differenttruths.com/governance/politics/uidai-the-aadhaar-of-identity/,1,1,1,1,1,,8,8,7,8,8
http://scroll.in/article/823570/despite-the-comparisons-indias-aadhaar-project-is-nothing-like-americas-social-security-number&sa=U&ved=0ahUKEwiXh9TUnP_ZAhVL9IMKHWZ9BrMQFggZMAE&usg=AOvVaw2qJWWuFh4Hj8IDcjsGmDrM,0,0,0,0,0,,10,10,10,10,10
,,,,,,,,,,,
Ranking Annotation,,,,,,,,,,,
,,,,,,,,,,,
"1,2",0,0,0,0,0,,,,,,
"1,3",1,1,1,1,1,,,,,,
"1,4",0,0,0,0,0,,,,,,
"1,5",0,0,0,0,0,,,,,,
"1,6",1,1,1,1,1,,,,,,
"1,7",1,1,1,1,1,,,,,,
"1,8",1,1,1,1,1,,,,,,
"1,9",1,1,1,1,1,,,,,,
"1,10",1,1,1,1,1,,,,,,
"2,3",1,1,1,1,1,,,,,,
"2,4",1,1,1,1,1,,,,,,
"2,5",1,1,1,1,1,,,,,,
"2,6",1,1,1,1,1,,,,,,
"2,7",1,1,1,1,1,,,,,,
"2,8",1,1,1,1,1,,,,,,
"2,9",1,1,1,1,1,,,,,,
"2,10",1,1,1,1,1,,,,,,
"3,4",0,0,0,0,0,,,,,,
"3,5",0,0,0,0,0,,,,,,
"3,6",1,1,1,1,1,,,,,,
"3,7",1,1,1,1,1,,,,,,
"3,8",1,1,1,1,1,,,,,,
"3,9",1,1,1,1,1,,,,,,
"3,10",1,1,1,1,1,,,,,,
"4,5",1,1,1,1,1,,,,,,
"4,6",1,1,1,1,1,,,,,,
"4,7",1,1,1,1,1,,,,,,
"4,8",1,1,1,1,1,,,,,,
"4,9",1,1,1,1,1,,,,,,
"4,10",1,1,1,1,1,,,,,,
"5,6",1,1,1,1,1,,,,,,
"5,7",1,1,1,1,1,,,,,,
"5,8",1,1,1,1,1,,,,,,
"5,9",1,1,1,1,1,,,,,,
"5,10",1,1,1,1,1,,,,,,
"6,7",1,1,1,1,1,,,,,,
"6,8",1,1,1,1,1,,,,,,
"6,9",0,0,0,0,0,,,,,,
"6,10",1,1,1,1,1,,,,,,
"7,8",1,1,1,1,1,,,,,,
"7,9",0,0,0,0,0,,,,,,
"7,10",1,1,1,1,1,,,,,,
"8,9",0,0,0,0,0,,,,,,
"8,10",1,1,1,1,1,,,,,,
"9,10",1,1,1,1,1,,,,,,
,,,,,,,,,,,
get adhar card : 22nd query,,,,,,,,,,,
,,,,,,,,,,,
https://uidai.gov.in/,1,1,1,1,1,,1,1,1,1,1
https://www.paisabazaar.com/aadhar-card/,1,1,1,1,1,,2,2,2,2,2
http://www.onlineaadhaar.com/,1,1,1,1,1,,3,3,3,3,3
https://www.bankbazaar.com/aadhar-card.html,1,1,1,1,1,,4,4,4,4,4
https://getaadhaar.in/,1,1,1,1,1,,5,5,5,5,5
https://play.google.com/store/apps/details%3Fid%3Din.gov.uidai.mAadhaarPlus%26hl%3Den&sa=U&ved=0ahUKEwj1qf_6yOPZAhXHsJQKHWsuADkQFghKMAk&usg=AOvVaw3K1CexuI5XbzUiUf5M7AqS,0,0,0,0,0,,6,6,6,6,6
https://en.wiktionary.org/wiki/get,0,0,0,0,0,,7,7,7,7,7
https://www.w3schools.com/tags/ref_httpmethods.asp,0,0,0,0,0,,8,8,8,8,8
https://api.jquery.com/jQuery.get/,0,0,0,0,0,,9,9,9,9,9
http://www.dictionary.com/browse/get,0,0,0,0,0,,10,10,10,10,10
,,,,,,,,,,,
Ranking Annotation,,,,,,,,,,,
,,,,,,,,,,,
"1,2",1,1,1,1,1,,,,,,
"1,3",1,1,1,1,1,,,,,,
"1,4",1,1,1,1,1,,,,,,
"1,5",1,1,1,1,1,,,,,,
"1,6",1,1,1,1,1,,,,,,
"1,7",1,1,1,1,1,,,,,,
"1,8",1,1,1,1,1,,,,,,
"1,9",1,1,1,1,1,,,,,,
"1,10",1,1,1,1,1,,,,,,
"2,3",1,1,1,1,1,,,,,,
"2,4",1,1,1,1,1,,,,,,
"2,5",1,1,1,1,1,,,,,,
"2,6",1,1,1,1,1,,,,,,
"2,7",1,1,1,1,1,,,,,,
"2,8",1,1,1,1,1,,,,,,
"2,9",1,1,1,1,1,,,,,,
"2,10",1,1,1,1,1,,,,,,
"3,4",1,1,1,1,1,,,,,,
"3,5",1,1,1,1,1,,,,,,
"3,6",1,1,1,1,1,,,,,,
"3,7",1,1,1,1,1,,,,,,
"3,8",1,1,1,1,1,,,,,,
"3,9",1,1,1,1,1,,,,,,
"3,10",1,1,1,1,1,,,,,,
"4,5",1,1,1,1,1,,,,,,
"4,6",1,1,1,1,1,,,,,,
"4,7",1,1,1,1,1,,,,,,
"4,8",1,1,1,1,1,,,,,,
"4,9",1,1,1,1,1,,,,,,
"4,10",1,1,1,1,1,,,,,,
"5,6",1,1,1,1,1,,,,,,
"5,7",1,1,1,1,1,,,,,,
"5,8",1,1,1,1,1,,,,,,
"5,9",1,1,1,1,1,,,,,,
"5,10",1,1,1,1,1,,,,,,
"6,7",1,1,1,1,1,,,,,,
"6,8",1,1,1,1,1,,,,,,
"6,9",1,1,1,1,1,,,,,,
"6,10",1,1,1,1,1,,,,,,
"7,8",1,1,1,1,1,,,,,,
"7,9",1,1,1,1,1,,,,,,
"7,10",1,1,1,1,1,,,,,,
"8,9",1,1,1,1,1,,,,,,
"8,10",1,1,1,1,1,,,,,,
"9,10",1,1,1,1,1,,,,,,
,,,,,,,,,,,
update adhar details : 23rd query,,,,,,,,,,,
,,,,,,,,,,,
https://www.uidai.gov.in/enrolment-update/aadhaar-enrolment/aadhaar-data-update.html,1,1,1,1,1,,4,3,3,2,3
https://economictimes.indiatimes.com/wealth/personal-finance-news/how-to-update-or-correct-aadhaar-details-online/articleshow/59280998.cms,1,1,1,0,1,,2,4,2,3,2
https://uidai.gov.in/,1,1,1,1,1,,3,1,4,4,4
https://www.iciciprulife.com/services/update-your-aadhaar.html,1,1,1,1,1,,1,2,1,1,1
https://www.bankbazaar.com/aadhar-card/updating-aadhar-details.html,1,1,0,1,1,,5,5,5,5,5
https://support.microsoft.com/en-us/help/4027667/windows-update-windows-10,0,0,0,0,0,,6,6,6,6,6
https://support.google.com/chrome/answer/95414?co=GENIE.Platform%3DDesktop&hl=en,1,0,0,0,0,,7,7,7,7,7
https://support.mozilla.org/en-US/kb/update-firefox-latest-version,0,0,0,0,0,,8,8,8,8,8
https://www.merriam-webster.com/dictionary/update,0,0,0,1,0,,9,9,9,9,9
http://windowsupdate.microsoft.com/,0,0,0,0,0,,10,10,10,10,10
,,,,,,,,,,,
Ranking Annotation,,,,,,,,,,,
,,,,,,,,,,,
"1,2",0,0,0,0,0,,,,,,
"1,3",0,0,0,0,0,,,,,,
"1,4",0,0,0,0,0,,,,,,
"1,5",1,1,1,1,1,,,,,,
"1,6",1,1,1,1,1,,,,,,
"1,7",1,1,1,1,1,,,,,,
"1,8",1,1,1,1,1,,,,,,
"1,9",1,1,1,1,1,,,,,,
"1,10",1,1,1,1,1,,,,,,
"2,3",0,0,0,0,0,,,,,,
"2,4",1,1,1,1,1,,,,,,
"2,5",1,1,1,1,1,,,,,,
"2,6",1,1,1,1,1,,,,,,
"2,7",1,1,1,1,1,,,,,,
"2,8",1,1,1,1,1,,,,,,
"2,9",1,1,1,1,1,,,,,,
"2,10",1,1,1,1,1,,,,,,
"3,4",1,1,1,1,1,,,,,,
"3,5",1,1,1,1,1,,,,,,
"3,6",1,1,1,1,1,,,,,,
"3,7",1,1,1,1,1,,,,,,
"3,8",1,1,1,1,1,,,,,,
"3,9",1,1,1,1,1,,,,,,
"3,10",1,1,1,1,1,,,,,,
"4,5",1,1,1,1,1,,,,,,
"4,6",1,1,1,1,1,,,,,,
"4,7",1,1,1,1,1,,,,,,
"4,8",1,1,1,1,1,,,,,,
"4,9",1,1,1,1,1,,,,,,
"4,10",1,1,1,1,1,,,,,,
"5,6",1,1,1,1,1,,,,,,
"5,7",1,1,1,1,1,,,,,,
"5,8",1,1,1,1,1,,,,,,
"5,9",1,1,1,1,1,,,,,,
"5,10",1,1,1,1,1,,,,,,
"6,7",1,1,1,1,1,,,,,,
"6,8",1,1,1,1,1,,,,,,
"6,9",1,1,1,1,1,,,,,,
"6,10",1,1,1,1,1,,,,,,
"7,8",1,1,1,1,1,,,,,,
"7,9",1,1,1,1,1,,,,,,
"7,10",1,1,1,1,1,,,,,,
"8,9",1,1,1,1,1,,,,,,
"8,10",1,1,1,1,1,,,,,,
"9,10",1,1,1,1,1,,,,,,
,,,,,,,,,,,
link contact with aadhaar : 24th query,,,,,,,,,,,
,,,,,,,,,,,
https://www.ndtv.com/business/lic-insurance-policy-how-to-link-with-aadhaar-card-number-pan-new-deadline-and-other-details-1789470,1,1,1,1,1,,8,8,8,9,8
https://www.vodafone.in/discover/get-started/link-aadhaar-card-mobile-number,1,1,1,1,1,,2,2,3,2,2
https://www.icicilombard.com/link-aadhaar-number,1,1,1,1,1,,10,9,9,8,9
https://www.bankbazaar.com/aadhar-card/how-to-link-aadhar-number-with-mobile-number.html,1,1,1,1,1,,3,3,3,3,3
https://adl.camsonline.com/InvestorServices/COL_Aadhar.aspx,1,1,1,1,1,,9,10,10,10,10
http://www.coolztricks.com/2018/01/link-airtel-number-with-aadhaar-card-online-offline.html,1,1,1,1,1,,4,4,5,4,4
http://www.coolztricks.com/2018/01/link-aadhaar-card-with-vodafone-number.html,1,1,1,1,1,,5,5,4,6,5
https://www.quora.com/How-do-I-link-an-Aadhaar-number-with-multiple-mobile-numbers,1,1,1,1,1,,1,1,1,1,1
https://economictimes.indiatimes.com/wealth/personal-finance-news/how-to-link-your-phone-number-to-your-aadhaar/articleshow/58924156.cms&sa=U&ved=0ahUKEwj8w4WG0JHaAhUG1oMKHVYiDpcQFggTMAA&usg=AOvVaw22azBdgwx4FI_Y0qM5b24S,1,1,1,1,1,,6,6,7,5,6
https://www.icicilombard.com/link-aadhaar-number,1,1,1,1,1,,7,7,6,7,7
,,,,,,,,,,,
Ranking Annotation,,,,,,,,,,,
,,,,,,,,,,,
"1,2",1,1,1,1,1,,,,,,
"1,3",1,1,1,1,1,,,,,,
"1,4",1,1,1,1,1,,,,,,
"1,5",1,1,1,1,1,,,,,,
"1,6",0,0,0,0,0,,,,,,
"1,7",0,0,0,0,0,,,,,,
"1,8",1,1,1,1,1,,,,,,
"1,9",1,1,1,1,1,,,,,,
"1,10",1,1,1,1,1,,,,,,
"2,3",0,0,0,0,0,,,,,,
"2,4",0,0,0,0,0,,,,,,
"2,5",0,0,0,0,0,,,,,,
"2,6",0,0,0,0,0,,,,,,
"2,7",0,0,0,0,0,,,,,,
"2,8",1,1,1,1,1,,,,,,
"2,9",0,0,0,0,0,,,,,,
"2,10",0,0,0,0,0,,,,,,
"3,4",0,0,0,0,0,,,,,,
"3,5",0,0,0,0,0,,,,,,
"3,6",0,0,0,0,0,,,,,,
"3,7",0,0,0,0,0,,,,,,
"3,8",1,1,1,1,1,,,,,,
"3,9",1,1,1,1,1,,,,,,
"3,10",0,0,0,0,0,,,,,,
"4,5",0,0,0,0,0,,,,,,
"4,6",0,0,0,0,0,,,,,,
"4,7",0,0,0,0,0,,,,,,
"4,8",1,1,1,1,1,,,,,,
"4,9",1,1,1,1,1,,,,,,
"4,10",1,1,1,1,1,,,,,,
"5,6",0,0,0,0,0,,,,,,
"5,7",0,0,0,0,0,,,,,,
"5,8",1,1,1,1,1,,,,,,
"5,9",1,1,1,1,1,,,,,,
"5,10",1,1,1,1,1,,,,,,
"6,7",0,0,0,0,0,,,,,,
"6,8",1,1,1,1,1,,,,,,
"6,9",1,1,1,1,1,,,,,,
"6,10",1,1,1,1,1,,,,,,
"7,8",1,1,1,1,1,,,,,,
"7,9",1,1,1,1,1,,,,,,
"7,10",1,1,1,1,1,,,,,,
"8,9",0,0,0,0,0,,,,,,
"8,10",0,0,0,0,0,,,,,,
"9,10",0,0,0,0,0,,,,,,
,,,,,,,,,,,
suspended adhar : 25th query,,,,,,,,,,,
,,,,,,,,,,,
http://www.thehindu.com/business/Industry/uidai-suspends-airtel-airtel-payments-banks-ekyc-licence/article21822439.ece,0,0,0,0,0,,1,3,2,3,3
